design	22B2	22B1	22B2_normalized	22B1_normalized
A2702_2832904[c+]r	1.0	1.0	1.0	1.0
A2702_2832907[c+]f	1.0	1.0	1.0	1.0
A2702_2832907[c+]r	1.0	1.0	1.0	1.0
A2702_2832939[c+]f	1.0	1.0	1.0	1.0
A2702_2832939[c+]r	1.0	1.0	1.0	1.0
A2703_2833260[c-]f	43.0	43.0	43.0	43.0
A2703_2833260[c-]r	43.0	43.0	43.0	43.0
A2703_2833261[c-]f	18.0	18.0	18.0	18.0
A2703_2833261[c-]r	18.0	18.0	18.0	18.0
A2703_2833262[c-]f	27.0	27.0	27.0	27.0
A2703_2833262[c-]r	27.0	27.0	27.0	27.0
A2703_2833291[c-]f	12.0	12.0	12.0	12.0
A2703_2833291[c-]r	12.0	12.0	12.0	12.0
A2703_2833317[c-]f	27.0	27.0	27.0	27.0
A2703_2833317[c-]r	27.0	27.0	27.0	27.0
A2703_2833327[c-]f	0.0	0.0	0.0	0.0
A2703_2833327[c-]r	0.0	0.0	0.0	0.0
A2703_2833348[c-]f	33.0	33.0	33.0	33.0
A2703_2833348[c-]r	33.0	33.0	33.0	33.0
A2703_2833385[c-]f	20.0	20.0	20.0	20.0
A2703_2833385[c-]r	20.0	20.0	20.0	20.0
A2703_2833404[c-]f	11.0	11.0	11.0	11.0
A2703_2833404[c-]r	11.0	11.0	11.0	11.0
A2703_2833564[c-]f	1.0	1.0	1.0	1.0
A2703_2833564[c-]r	1.0	1.0	1.0	1.0
A2704_2834119[c-]f	0.0	0.0	0.0	0.0
A2704_2834119[c-]r	0.0	0.0	0.0	0.0
A2704_2834120[c-]f	3.0	3.0	3.0	3.0
A2704_2834120[c-]r	3.0	3.0	3.0	3.0
A2704_2834146[c-]f	0.0	0.0	0.0	0.0
A2704_2834146[c-]r	0.0	0.0	0.0	0.0
A2704_2834167[c-]f	2.0	2.0	2.0	2.0
A2704_2834167[c-]r	2.0	2.0	2.0	2.0
A2704_2834180[c-]f	0.0	0.0	0.0	0.0
A2704_2834180[c-]r	0.0	0.0	0.0	0.0
A2704_2834221[c-]f	3.0	3.0	3.0	3.0
A2704_2834221[c-]r	3.0	3.0	3.0	3.0
A2704_2834239[c-]f	0.0	0.0	0.0	0.0
A2704_2834239[c-]r	0.0	0.0	0.0	0.0
A2704_2834293[c-]f	0.0	0.0	0.0	0.0
A2704_2834293[c-]r	0.0	0.0	0.0	0.0
A2704_2834386[c-]f	0.0	0.0	0.0	0.0
A2704_2834386[c-]r	0.0	0.0	0.0	0.0
A2704_2834396[c-]f	0.0	0.0	0.0	0.0
A2704_2834396[c-]r	0.0	0.0	0.0	0.0
A2705_2834825[c-]f	33.0	33.0	33.0	33.0
A2705_2834825[c-]r	33.0	33.0	33.0	33.0
A2705_2834826[c-]f	21.0	21.0	21.0	21.0
A2705_2834826[c-]r	21.0	21.0	21.0	21.0
A2705_2834827[c-]f	0.0	0.0	0.0	0.0
A2705_2834827[c-]r	0.0	0.0	0.0	0.0
A2705_2834832[c-]f	0.0	0.0	0.0	0.0
A2705_2834832[c-]r	0.0	0.0	0.0	0.0
A2705_2834838[c-]f	1.0	1.0	1.0	1.0
A2705_2834838[c-]r	1.0	1.0	1.0	1.0
A2705_2834844[c-]f	8.0	8.0	8.0	8.0
A2705_2834844[c-]r	8.0	8.0	8.0	8.0
A2705_2835063[c-]f	8.0	8.0	8.0	8.0
A2705_2835063[c-]r	8.0	8.0	8.0	8.0
A2705_2835075[c-]f	4.0	4.0	4.0	4.0
A2705_2835075[c-]r	4.0	4.0	4.0	4.0
A2705_2835121[c-]f	20.0	20.0	20.0	20.0
A2705_2835121[c-]r	20.0	20.0	20.0	20.0
A2705_2835122[c-]f	19.0	19.0	19.0	19.0
A2705_2835122[c-]r	19.0	19.0	19.0	19.0
A2706_2835386[c-]f	0.0	0.0	0.0	0.0
A2706_2835386[c-]r	0.0	0.0	0.0	0.0
A2706_2835400[c-]f	0.0	0.0	0.0	0.0
A2706_2835400[c-]r	0.0	0.0	0.0	0.0
A2706_2835401[c-]f	0.0	0.0	0.0	0.0
A2706_2835401[c-]r	0.0	0.0	0.0	0.0
A2706_2835414[c-]f	0.0	0.0	0.0	0.0
A2706_2835414[c-]r	0.0	0.0	0.0	0.0
A2706_2835424[c-]f	0.0	0.0	0.0	0.0
A2706_2835424[c-]r	0.0	0.0	0.0	0.0
A2706_2835426[c-]f	0.0	0.0	0.0	0.0
A2706_2835426[c-]r	0.0	0.0	0.0	0.0
A2706_2835448[c-]f	0.0	0.0	0.0	0.0
A2706_2835448[c-]r	0.0	0.0	0.0	0.0
A2706_2835464[c-]f	0.0	0.0	0.0	0.0
A2706_2835464[c-]r	0.0	0.0	0.0	0.0
A2706_2835596[c-]f	3.0	3.0	3.0	3.0
A2706_2835596[c-]r	3.0	3.0	3.0	3.0
A2706_2835597[c-]f	18.0	18.0	18.0	18.0
A2706_2835597[c-]r	18.0	18.0	18.0	18.0
A2707_2837175[c-]f	15.0	15.0	15.0	15.0
A2707_2837175[c-]r	15.0	15.0	15.0	15.0
A2707_2837187[c-]f	2.0	2.0	2.0	2.0
A2707_2837187[c-]r	2.0	2.0	2.0	2.0
A2707_2837354[c-]f	3.0	3.0	3.0	3.0
A2707_2837354[c-]r	3.0	3.0	3.0	3.0
A2707_2837458[c-]f	11.0	11.0	11.0	11.0
A2707_2837458[c-]r	11.0	11.0	11.0	11.0
A2707_2837495[c-]f	0.0	0.0	0.0	0.0
A2707_2837495[c-]r	0.0	0.0	0.0	0.0
A2707_2837506[c-]f	2.0	2.0	2.0	2.0
A2707_2837506[c-]r	2.0	2.0	2.0	2.0
A2707_2837548[c-]f	8.0	8.0	8.0	8.0
A2707_2837548[c-]r	8.0	8.0	8.0	8.0
A2707_2837642[c-]f	6.0	6.0	6.0	6.0
A2707_2837642[c-]r	6.0	6.0	6.0	6.0
A2707_2837678[c-]f	2.0	2.0	2.0	2.0
A2707_2837678[c-]r	2.0	2.0	2.0	2.0
A2707_2837751[c-]f	2.0	2.0	2.0	2.0
A2707_2837751[c-]r	2.0	2.0	2.0	2.0
A2708_2837837[c-]f	10.0	10.0	10.0	10.0
A2708_2837837[c-]r	10.0	10.0	10.0	10.0
A2708_2837866[c-]f	2.0	2.0	2.0	2.0
A2708_2837866[c-]r	2.0	2.0	2.0	2.0
A2708_2837883[c-]f	9.0	9.0	9.0	9.0
A2708_2837883[c-]r	9.0	9.0	9.0	9.0
A2708_2837917[c-]f	8.0	8.0	8.0	8.0
A2708_2837917[c-]r	8.0	8.0	8.0	8.0
A2708_2837927[c-]f	15.0	15.0	15.0	15.0
A2708_2837927[c-]r	15.0	15.0	15.0	15.0
A2708_2837944[c-]f	13.0	13.0	13.0	13.0
A2708_2837944[c-]r	13.0	13.0	13.0	13.0
A2708_2837945[c-]f	26.0	26.0	26.0	26.0
A2708_2837945[c-]r	26.0	26.0	26.0	26.0
A2708_2838040[c-]f	1.0	1.0	1.0	1.0
A2708_2838040[c-]r	1.0	1.0	1.0	1.0
A2708_2838196[c-]f	2.0	2.0	2.0	2.0
A2708_2838196[c-]r	2.0	2.0	2.0	2.0
A2708_2838221[c-]f	7.0	7.0	7.0	7.0
A2708_2838221[c-]r	7.0	7.0	7.0	7.0
A2709_2839259[c-]f	5.0	5.0	5.0	5.0
A2709_2839259[c-]r	5.0	5.0	5.0	5.0
A2709_2839260[c-]f	4.0	4.0	4.0	4.0
A2709_2839260[c-]r	4.0	4.0	4.0	4.0
A2709_2839263[c-]f	11.0	11.0	11.0	11.0
A2709_2839263[c-]r	11.0	11.0	11.0	11.0
A2709_2839355[c-]f	4.0	4.0	4.0	4.0
A2709_2839355[c-]r	4.0	4.0	4.0	4.0
A2709_2839356[c-]f	0.0	0.0	0.0	0.0
A2709_2839356[c-]r	0.0	0.0	0.0	0.0
A2709_2839384[c-]f	39.0	39.0	39.0	39.0
A2709_2839384[c-]r	39.0	39.0	39.0	39.0
A2709_2839400[c-]f	5.0	5.0	5.0	5.0
A2709_2839400[c-]r	5.0	5.0	5.0	5.0
A2709_2839437[c-]f	95.0	95.0	95.0	95.0
A2709_2839437[c-]r	95.0	95.0	95.0	95.0
A2709_2839445[c-]f	12.0	12.0	12.0	12.0
A2709_2839445[c-]r	12.0	12.0	12.0	12.0
A2709_2839670[c-]f	17.0	17.0	17.0	17.0
A2709_2839670[c-]r	17.0	17.0	17.0	17.0
A2710_2840667[c+]f	7.0	7.0	7.0	7.0
A2710_2840667[c+]r	7.0	7.0	7.0	7.0
A2710_2840962[c+]f	6.0	6.0	6.0	6.0
A2710_2840962[c+]r	6.0	6.0	6.0	6.0
A2710_2840967[c+]f	6.0	6.0	6.0	6.0
A2710_2840967[c+]r	6.0	6.0	6.0	6.0
A2710_2840971[c+]f	32.0	32.0	32.0	32.0
A2710_2840971[c+]r	32.0	32.0	32.0	32.0
A2710_2840996[c+]f	10.0	10.0	10.0	10.0
A2710_2840996[c+]r	10.0	10.0	10.0	10.0
A2710_2841024[c+]f	20.0	20.0	20.0	20.0
A2710_2841024[c+]r	20.0	20.0	20.0	20.0
A2710_2841034[c+]f	13.0	13.0	13.0	13.0
A2710_2841034[c+]r	13.0	13.0	13.0	13.0
A2710_2841058[c+]f	17.0	17.0	17.0	17.0
A2710_2841058[c+]r	17.0	17.0	17.0	17.0
A2710_2841063[c+]f	71.0	71.0	71.0	71.0
A2710_2841063[c+]r	71.0	71.0	71.0	71.0
A2710_2841131[c+]f	36.0	36.0	36.0	36.0
A2710_2841131[c+]r	36.0	36.0	36.0	36.0
A2711_2841557[c+]f	8.0	8.0	8.0	8.0
A2711_2841557[c+]r	8.0	8.0	8.0	8.0
A2711_2841617[c+]f	5.0	5.0	5.0	5.0
A2711_2841617[c+]r	5.0	5.0	5.0	5.0
A2711_2841764[c+]f	19.0	19.0	19.0	19.0
A2711_2841764[c+]r	19.0	19.0	19.0	19.0
A2711_2841774[c+]f	11.0	11.0	11.0	11.0
A2711_2841774[c+]r	11.0	11.0	11.0	11.0
A2711_2841775[c+]f	19.0	19.0	19.0	19.0
A2711_2841775[c+]r	19.0	19.0	19.0	19.0
A2711_2841784[c+]f	7.0	7.0	7.0	7.0
A2711_2841784[c+]r	7.0	7.0	7.0	7.0
A2711_2841821[c+]f	4.0	4.0	4.0	4.0
A2711_2841821[c+]r	4.0	4.0	4.0	4.0
A2711_2841825[c+]f	0.0	0.0	0.0	0.0
A2711_2841825[c+]r	0.0	0.0	0.0	0.0
A2711_2841862[c+]f	0.0	0.0	0.0	0.0
A2711_2841862[c+]r	0.0	0.0	0.0	0.0
A2711_2841967[c+]f	2.0	2.0	2.0	2.0
A2711_2841967[c+]r	2.0	2.0	2.0	2.0
A2712_2842074[n+]f	20.0	20.0	20.0	20.0
A2712_2842074[n+]r	20.0	20.0	20.0	20.0
A2712_2842085[c-]f	16.0	16.0	16.0	16.0
A2712_2842085[c-]r	16.0	16.0	16.0	16.0
A2712_2842088[c-]f	10.0	10.0	10.0	10.0
A2712_2842088[c-]r	10.0	10.0	10.0	10.0
A2712_2842094[c-]f	1.0	1.0	1.0	1.0
A2712_2842094[c-]r	1.0	1.0	1.0	1.0
A2712_2842103[c-]f	36.0	36.0	36.0	36.0
A2712_2842103[c-]r	36.0	36.0	36.0	36.0
A2712_2842113[n+]f	10.0	10.0	10.0	10.0
A2712_2842113[n+]r	10.0	10.0	10.0	10.0
A2712_2842121[n+]f	19.0	19.0	19.0	19.0
A2712_2842121[n+]r	19.0	19.0	19.0	19.0
A2712_2842131[n+]f	11.0	11.0	11.0	11.0
A2712_2842131[n+]r	11.0	11.0	11.0	11.0
A2712_2842135[n+]f	7.0	7.0	7.0	7.0
A2712_2842135[n+]r	7.0	7.0	7.0	7.0
A2712_2842177[c-]f	6.0	6.0	6.0	6.0
A2712_2842177[c-]r	6.0	6.0	6.0	6.0
A2713_2842210[c+]f	2.0	2.0	2.0	2.0
A2713_2842210[c+]r	2.0	2.0	2.0	2.0
A2713_2842219[c+]f	7.0	7.0	7.0	7.0
A2713_2842219[c+]r	7.0	7.0	7.0	7.0
A2713_2842220[c+]f	4.0	4.0	4.0	4.0
A2713_2842220[c+]r	4.0	4.0	4.0	4.0
A2713_2842270[c+]f	10.0	10.0	10.0	10.0
A2713_2842270[c+]r	10.0	10.0	10.0	10.0
A2713_2842273[c+]f	5.0	5.0	5.0	5.0
A2713_2842273[c+]r	5.0	5.0	5.0	5.0
A2713_2842285[c+]f	15.0	15.0	15.0	15.0
A2713_2842285[c+]r	15.0	15.0	15.0	15.0
A2713_2842311[c+]f	2.0	2.0	2.0	2.0
A2713_2842311[c+]r	2.0	2.0	2.0	2.0
A2713_2842324[c+]f	0.0	0.0	0.0	0.0
A2713_2842324[c+]r	0.0	0.0	0.0	0.0
A2713_2842370[c+]f	0.0	0.0	0.0	0.0
A2713_2842370[c+]r	0.0	0.0	0.0	0.0
A2713_2842396[c+]f	1.0	1.0	1.0	1.0
A2713_2842396[c+]r	1.0	1.0	1.0	1.0
A2714_2842627[c+]f	5.0	5.0	5.0	5.0
A2714_2842627[c+]r	5.0	5.0	5.0	5.0
A2714_2842756[c+]f	1.0	1.0	1.0	1.0
A2714_2842756[c+]r	1.0	1.0	1.0	1.0
A2714_2842757[c+]f	7.0	7.0	7.0	7.0
A2714_2842757[c+]r	7.0	7.0	7.0	7.0
A2714_2842869[c+]f	19.0	19.0	19.0	19.0
A2714_2842869[c+]r	19.0	19.0	19.0	19.0
A2714_2842870[c+]f	7.0	7.0	7.0	7.0
A2714_2842870[c+]r	7.0	7.0	7.0	7.0
A2714_2842903[c+]f	53.0	53.0	53.0	53.0
A2714_2842903[c+]r	53.0	53.0	53.0	53.0
A2714_2842942[c+]f	10.0	10.0	10.0	10.0
A2714_2842942[c+]r	10.0	10.0	10.0	10.0
A2714_2842944[c+]f	30.0	30.0	30.0	30.0
A2714_2842944[c+]r	30.0	30.0	30.0	30.0
A2714_2843024[c+]f	12.0	12.0	12.0	12.0
A2714_2843024[c+]r	12.0	12.0	12.0	12.0
A2714_2843040[c+]f	6.0	6.0	6.0	6.0
A2714_2843040[c+]r	6.0	6.0	6.0	6.0
A2715_2844021[c+]f	8.0	8.0	8.0	8.0
A2715_2844021[c+]r	8.0	8.0	8.0	8.0
A2715_2844132[c+]f	7.0	7.0	7.0	7.0
A2715_2844132[c+]r	7.0	7.0	7.0	7.0
A2715_2844267[c+]f	5.0	5.0	5.0	5.0
A2715_2844267[c+]r	5.0	5.0	5.0	5.0
A2715_2844309[c+]f	0.0	0.0	0.0	0.0
A2715_2844309[c+]r	0.0	0.0	0.0	0.0
A2715_2844312[c+]f	5.0	5.0	5.0	5.0
A2715_2844312[c+]r	5.0	5.0	5.0	5.0
A2715_2844313[c+]f	5.0	5.0	5.0	5.0
A2715_2844313[c+]r	5.0	5.0	5.0	5.0
A2715_2844366[c+]f	3.0	3.0	3.0	3.0
A2715_2844366[c+]r	3.0	3.0	3.0	3.0
A2715_2844490[c+]f	21.0	21.0	21.0	21.0
A2715_2844490[c+]r	21.0	21.0	21.0	21.0
A2715_2844566[c+]f	1.0	1.0	1.0	1.0
A2715_2844566[c+]r	1.0	1.0	1.0	1.0
A2715_2844584[c+]f	3.0	3.0	3.0	3.0
A2715_2844584[c+]r	3.0	3.0	3.0	3.0
A2716_2844780[c-]f	15.0	15.0	15.0	15.0
A2716_2844780[c-]r	15.0	15.0	15.0	15.0
A2716_2844796[c-]f	6.0	6.0	6.0	6.0
A2716_2844796[c-]r	6.0	6.0	6.0	6.0
A2716_2844802[c-]f	10.0	10.0	10.0	10.0
A2716_2844802[c-]r	10.0	10.0	10.0	10.0
A2716_2844870[c-]f	25.0	25.0	25.0	25.0
A2716_2844870[c-]r	25.0	25.0	25.0	25.0
A2716_2844947[c-]f	26.0	26.0	26.0	26.0
A2716_2844947[c-]r	26.0	26.0	26.0	26.0
A2716_2844960[c-]f	29.0	29.0	29.0	29.0
A2716_2844960[c-]r	29.0	29.0	29.0	29.0
A2716_2844961[c-]f	9.0	9.0	9.0	9.0
A2716_2844961[c-]r	9.0	9.0	9.0	9.0
A2716_2844962[c-]f	20.0	20.0	20.0	20.0
A2716_2844962[c-]r	20.0	20.0	20.0	20.0
A2716_2844970[c-]f	10.0	10.0	10.0	10.0
A2716_2844970[c-]r	10.0	10.0	10.0	10.0
A2716_2844992[c-]f	24.0	24.0	24.0	24.0
A2716_2844992[c-]r	24.0	24.0	24.0	24.0
A2717_2845608[c+]f	11.0	11.0	11.0	11.0
A2717_2845608[c+]r	11.0	11.0	11.0	11.0
A2717_2845659[c+]f	14.0	14.0	14.0	14.0
A2717_2845659[c+]r	14.0	14.0	14.0	14.0
A2717_2845673[c+]f	14.0	14.0	14.0	14.0
A2717_2845673[c+]r	14.0	14.0	14.0	14.0
A2717_2845813[c+]f	19.0	19.0	19.0	19.0
A2717_2845813[c+]r	19.0	19.0	19.0	19.0
A2717_2845816[c+]f	22.0	22.0	22.0	22.0
A2717_2845816[c+]r	22.0	22.0	22.0	22.0
A2717_2845892[c+]f	1.0	1.0	1.0	1.0
A2717_2845892[c+]r	1.0	1.0	1.0	1.0
A2717_2845896[c+]f	5.0	5.0	5.0	5.0
A2717_2845896[c+]r	5.0	5.0	5.0	5.0
A2717_2845909[c+]f	9.0	9.0	9.0	9.0
A2717_2845909[c+]r	9.0	9.0	9.0	9.0
A2717_2845973[c+]f	23.0	23.0	23.0	23.0
A2717_2845973[c+]r	23.0	23.0	23.0	23.0
A2717_2845978[c+]f	5.0	5.0	5.0	5.0
A2717_2845978[c+]r	5.0	5.0	5.0	5.0
A2718_2846227[c-]f	39.0	39.0	39.0	39.0
A2718_2846227[c-]r	39.0	39.0	39.0	39.0
A2718_2846261[c-]f	1.0	1.0	1.0	1.0
A2718_2846261[c-]r	1.0	1.0	1.0	1.0
A2718_2846269[c-]f	5.0	5.0	5.0	5.0
A2718_2846269[c-]r	5.0	5.0	5.0	5.0
A2718_2846270[c-]f	5.0	5.0	5.0	5.0
A2718_2846270[c-]r	5.0	5.0	5.0	5.0
A2718_2846283[c-]f	7.0	7.0	7.0	7.0
A2718_2846283[c-]r	7.0	7.0	7.0	7.0
A2718_2846420[c-]f	17.0	17.0	17.0	17.0
A2718_2846420[c-]r	17.0	17.0	17.0	17.0
A2718_2846467[c-]f	0.0	0.0	0.0	0.0
A2718_2846467[c-]r	0.0	0.0	0.0	0.0
A2718_2846480[c-]f	12.0	12.0	12.0	12.0
A2718_2846480[c-]r	12.0	12.0	12.0	12.0
A2718_2846489[c-]f	20.0	20.0	20.0	20.0
A2718_2846489[c-]r	20.0	20.0	20.0	20.0
A2718_2846554[c-]f	162.0	162.0	162.0	162.0
A2718_2846554[c-]r	162.0	162.0	162.0	162.0
A2719_2847075[c+]f	0.0	0.0	0.0	0.0
A2719_2847075[c+]r	0.0	0.0	0.0	0.0
A2719_2847095[c+]f	0.0	0.0	0.0	0.0
A2719_2847095[c+]r	0.0	0.0	0.0	0.0
A2719_2847103[n-]f	0.0	0.0	0.0	0.0
A2719_2847103[n-]r	0.0	0.0	0.0	0.0
A2719_2847110[n-]f	19.0	19.0	19.0	19.0
A2719_2847110[n-]r	19.0	19.0	19.0	19.0
A2719_2847111[n-]f	29.0	29.0	29.0	29.0
A2719_2847111[n-]r	29.0	29.0	29.0	29.0
A2719_2847112[n-]f	24.0	24.0	24.0	24.0
A2719_2847112[n-]r	24.0	24.0	24.0	24.0
A2719_2847131[n-]f	0.0	0.0	0.0	0.0
A2719_2847131[n-]r	0.0	0.0	0.0	0.0
A2719_2847137[n-]f	13.0	13.0	13.0	13.0
A2719_2847137[n-]r	13.0	13.0	13.0	13.0
A2719_2847140[n-]f	9.0	9.0	9.0	9.0
A2719_2847140[n-]r	9.0	9.0	9.0	9.0
A2720_2848273[c+]f	12.0	12.0	12.0	12.0
A2720_2848273[c+]r	12.0	12.0	12.0	12.0
A2720_2848316[c+]f	4.0	4.0	4.0	4.0
A2720_2848316[c+]r	4.0	4.0	4.0	4.0
A2720_2848431[c+]f	21.0	21.0	21.0	21.0
A2720_2848431[c+]r	21.0	21.0	21.0	21.0
A2720_2848470[c+]f	4.0	4.0	4.0	4.0
A2720_2848470[c+]r	4.0	4.0	4.0	4.0
A2720_2848471[c+]f	266.0	266.0	266.0	266.0
A2720_2848471[c+]r	266.0	266.0	266.0	266.0
A2720_2848500[c+]f	18.0	18.0	18.0	18.0
A2720_2848500[c+]r	18.0	18.0	18.0	18.0
A2720_2848501[c+]f	12.0	12.0	12.0	12.0
A2720_2848501[c+]r	12.0	12.0	12.0	12.0
A2720_2848515[c+]f	25.0	25.0	25.0	25.0
A2720_2848515[c+]r	25.0	25.0	25.0	25.0
A2720_2848516[c+]f	25.0	25.0	25.0	25.0
A2720_2848516[c+]r	25.0	25.0	25.0	25.0
A2720_2848532[c+]f	1.0	1.0	1.0	1.0
A2720_2848532[c+]r	1.0	1.0	1.0	1.0
A2721_2849233[c+]f	4.0	4.0	4.0	4.0
A2721_2849233[c+]r	4.0	4.0	4.0	4.0
A2721_2849254[c+]f	13.0	13.0	13.0	13.0
A2721_2849254[c+]r	13.0	13.0	13.0	13.0
A2721_2849255[c+]f	14.0	14.0	14.0	14.0
A2721_2849255[c+]r	14.0	14.0	14.0	14.0
A2721_2849256[c+]f	30.0	30.0	30.0	30.0
A2721_2849256[c+]r	30.0	30.0	30.0	30.0
A2721_2849271[c+]f	30.0	30.0	30.0	30.0
A2721_2849271[c+]r	30.0	30.0	30.0	30.0
A2721_2849329[c+]f	16.0	16.0	16.0	16.0
A2721_2849329[c+]r	16.0	16.0	16.0	16.0
A2721_2849335[c+]f	1.0	1.0	1.0	1.0
A2721_2849335[c+]r	1.0	1.0	1.0	1.0
A2721_2849360[c+]f	12.0	12.0	12.0	12.0
A2721_2849360[c+]r	12.0	12.0	12.0	12.0
A2721_2849365[c+]f	24.0	24.0	24.0	24.0
A2721_2849365[c+]r	24.0	24.0	24.0	24.0
A2721_2849370[c+]f	75.0	75.0	75.0	75.0
A2721_2849370[c+]r	75.0	75.0	75.0	75.0
A2722_2849749[c+]f	7.0	7.0	7.0	7.0
A2722_2849749[c+]r	7.0	7.0	7.0	7.0
A2722_2849754[c+]f	6.0	6.0	6.0	6.0
A2722_2849754[c+]r	6.0	6.0	6.0	6.0
A2722_2849898[c+]f	21.0	21.0	21.0	21.0
A2722_2849898[c+]r	21.0	21.0	21.0	21.0
A2722_2849902[c+]f	17.0	17.0	17.0	17.0
A2722_2849902[c+]r	17.0	17.0	17.0	17.0
A2722_2849925[c+]f	2.0	2.0	2.0	2.0
A2722_2849925[c+]r	2.0	2.0	2.0	2.0
A2722_2849940[c+]f	1.0	1.0	1.0	1.0
A2722_2849940[c+]r	1.0	1.0	1.0	1.0
A2722_2849941[c+]f	73.0	73.0	73.0	73.0
A2722_2849941[c+]r	73.0	73.0	73.0	73.0
A2722_2849952[c+]f	2.0	2.0	2.0	2.0
A2722_2849952[c+]r	2.0	2.0	2.0	2.0
A2722_2850045[c+]f	0.0	0.0	0.0	0.0
A2722_2850045[c+]r	0.0	0.0	0.0	0.0
A2722_2850111[c+]f	3.0	3.0	3.0	3.0
A2722_2850111[c+]r	3.0	3.0	3.0	3.0
A2723_2850215[c+]f	0.0	0.0	0.0	0.0
A2723_2850215[c+]r	0.0	0.0	0.0	0.0
A2723_2850249[c+]f	22.0	22.0	22.0	22.0
A2723_2850249[c+]r	22.0	22.0	22.0	22.0
A2723_2850281[c+]f	13.0	13.0	13.0	13.0
A2723_2850281[c+]r	13.0	13.0	13.0	13.0
A2723_2850394[c+]f	7.0	7.0	7.0	7.0
A2723_2850394[c+]r	7.0	7.0	7.0	7.0
A2723_2850401[c+]f	2.0	2.0	2.0	2.0
A2723_2850401[c+]r	2.0	2.0	2.0	2.0
A2723_2850495[c+]f	30.0	30.0	30.0	30.0
A2723_2850495[c+]r	30.0	30.0	30.0	30.0
A2723_2850496[c+]f	16.0	16.0	16.0	16.0
A2723_2850496[c+]r	16.0	16.0	16.0	16.0
A2723_2850497[c+]f	37.0	37.0	37.0	37.0
A2723_2850497[c+]r	37.0	37.0	37.0	37.0
A2723_2850506[c+]f	6.0	6.0	6.0	6.0
A2723_2850506[c+]r	6.0	6.0	6.0	6.0
A2723_2850533[c+]f	0.0	0.0	0.0	0.0
A2723_2850533[c+]r	0.0	0.0	0.0	0.0
A2724_2851063[c+]f	0.0	0.0	0.0	0.0
A2724_2851063[c+]r	0.0	0.0	0.0	0.0
A2724_2851187[c+]f	4.0	4.0	4.0	4.0
A2724_2851187[c+]r	4.0	4.0	4.0	4.0
A2724_2851315[c+]f	35.0	35.0	35.0	35.0
A2724_2851315[c+]r	35.0	35.0	35.0	35.0
A2724_2851321[c+]f	8.0	8.0	8.0	8.0
A2724_2851321[c+]r	8.0	8.0	8.0	8.0
A2724_2851368[c+]f	5.0	5.0	5.0	5.0
A2724_2851368[c+]r	5.0	5.0	5.0	5.0
A2724_2851386[c+]f	27.0	27.0	27.0	27.0
A2724_2851386[c+]r	27.0	27.0	27.0	27.0
A2724_2851417[c+]f	10.0	10.0	10.0	10.0
A2724_2851417[c+]r	10.0	10.0	10.0	10.0
A2724_2851418[c+]f	8.0	8.0	8.0	8.0
A2724_2851418[c+]r	8.0	8.0	8.0	8.0
A2724_2851428[c+]f	21.0	21.0	21.0	21.0
A2724_2851428[c+]r	21.0	21.0	21.0	21.0
A2724_2851437[c+]f	19.0	19.0	19.0	19.0
A2724_2851437[c+]r	19.0	19.0	19.0	19.0
A2725_2851531[c+]f	4.0	4.0	4.0	4.0
A2725_2851531[c+]r	4.0	4.0	4.0	4.0
A2725_2851538[n-]f	17.0	17.0	17.0	17.0
A2725_2851538[n-]r	17.0	17.0	17.0	17.0
A2725_2851560[c+]f	10.0	10.0	10.0	10.0
A2725_2851560[c+]r	10.0	10.0	10.0	10.0
A2725_2851568[c+]f	7.0	7.0	7.0	7.0
A2725_2851568[c+]r	7.0	7.0	7.0	7.0
A2725_2851569[c+]f	1.0	1.0	1.0	1.0
A2725_2851569[c+]r	1.0	1.0	1.0	1.0
A2725_2851570[c+]f	17.0	17.0	17.0	17.0
A2725_2851570[c+]r	17.0	17.0	17.0	17.0
A2725_2851571[c+]f	12.0	12.0	12.0	12.0
A2725_2851571[c+]r	12.0	12.0	12.0	12.0
A2725_2851584[c+]f	11.0	11.0	11.0	11.0
A2725_2851584[c+]r	11.0	11.0	11.0	11.0
A2725_2851609[c+]f	19.0	19.0	19.0	19.0
A2725_2851609[c+]r	19.0	19.0	19.0	19.0
A2725_2851610[c+]f	19.0	19.0	19.0	19.0
A2725_2851610[c+]r	19.0	19.0	19.0	19.0
A2726_2852428[c+]f	4.0	4.0	4.0	4.0
A2726_2852428[c+]r	4.0	4.0	4.0	4.0
A2726_2852557[c+]f	90.0	90.0	90.0	90.0
A2726_2852557[c+]r	90.0	90.0	90.0	90.0
A2726_2852564[c+]f	0.0	0.0	0.0	0.0
A2726_2852564[c+]r	0.0	0.0	0.0	0.0
A2726_2852611[c+]f	1.0	1.0	1.0	1.0
A2726_2852611[c+]r	1.0	1.0	1.0	1.0
A2726_2852612[c+]f	0.0	0.0	0.0	0.0
A2726_2852612[c+]r	0.0	0.0	0.0	0.0
A2726_2852613[c+]f	0.0	0.0	0.0	0.0
A2726_2852613[c+]r	0.0	0.0	0.0	0.0
A2726_2852614[c+]f	0.0	0.0	0.0	0.0
A2726_2852614[c+]r	0.0	0.0	0.0	0.0
A2726_2852635[c+]f	0.0	0.0	0.0	0.0
A2726_2852635[c+]r	0.0	0.0	0.0	0.0
A2726_2852644[c+]f	2.0	2.0	2.0	2.0
A2726_2852644[c+]r	2.0	2.0	2.0	2.0
