design	22B2	22B1	22B2_normalized	22B1_normalized
A2726_2852647[c+]f	0.0	0.0	0.0	0.0
A2726_2852647[c+]r	0.0	0.0	0.0	0.0
A2727_2853014[c-]f	11.0	11.0	11.0	11.0
A2727_2853014[c-]r	11.0	11.0	11.0	11.0
A2727_2853066[c-]f	0.0	0.0	0.0	0.0
A2727_2853066[c-]r	0.0	0.0	0.0	0.0
A2727_2853087[c-]f	13.0	13.0	13.0	13.0
A2727_2853087[c-]r	13.0	13.0	13.0	13.0
A2727_2853133[c-]f	6.0	6.0	6.0	6.0
A2727_2853133[c-]r	6.0	6.0	6.0	6.0
A2727_2853150[c-]f	0.0	0.0	0.0	0.0
A2727_2853150[c-]r	0.0	0.0	0.0	0.0
A2727_2853151[c-]f	0.0	0.0	0.0	0.0
A2727_2853151[c-]r	0.0	0.0	0.0	0.0
A2727_2853170[c-]f	10.0	10.0	10.0	10.0
A2727_2853170[c-]r	10.0	10.0	10.0	10.0
A2727_2853177[c-]f	0.0	0.0	0.0	0.0
A2727_2853177[c-]r	0.0	0.0	0.0	0.0
A2727_2853283[c-]f	6.0	6.0	6.0	6.0
A2727_2853283[c-]r	6.0	6.0	6.0	6.0
A2727_2853535[c-]f	15.0	15.0	15.0	15.0
A2727_2853535[c-]r	15.0	15.0	15.0	15.0
A2728_2853705[c+]f	44.0	44.0	44.0	44.0
A2728_2853705[c+]r	44.0	44.0	44.0	44.0
A2728_2853825[c+]f	4.0	4.0	4.0	4.0
A2728_2853825[c+]r	4.0	4.0	4.0	4.0
A2728_2853850[c+]f	0.0	0.0	0.0	0.0
A2728_2853850[c+]r	0.0	0.0	0.0	0.0
A2728_2854017[c+]f	0.0	0.0	0.0	0.0
A2728_2854017[c+]r	0.0	0.0	0.0	0.0
A2728_2854033[c+]f	8.0	8.0	8.0	8.0
A2728_2854033[c+]r	8.0	8.0	8.0	8.0
A2728_2854067[c+]f	8.0	8.0	8.0	8.0
A2728_2854067[c+]r	8.0	8.0	8.0	8.0
A2728_2854105[c+]f	4.0	4.0	4.0	4.0
A2728_2854105[c+]r	4.0	4.0	4.0	4.0
A2728_2854106[c+]f	24.0	24.0	24.0	24.0
A2728_2854106[c+]r	24.0	24.0	24.0	24.0
A2728_2854233[c+]f	0.0	0.0	0.0	0.0
A2728_2854233[c+]r	0.0	0.0	0.0	0.0
A2728_2854252[c+]f	5.0	5.0	5.0	5.0
A2728_2854252[c+]r	5.0	5.0	5.0	5.0
A2729_2854978[c+]f	4.0	4.0	4.0	4.0
A2729_2854978[c+]r	4.0	4.0	4.0	4.0
A2729_2855151[c+]f	0.0	0.0	0.0	0.0
A2729_2855151[c+]r	0.0	0.0	0.0	0.0
A2729_2855196[c+]f	12.0	12.0	12.0	12.0
A2729_2855196[c+]r	12.0	12.0	12.0	12.0
A2729_2855274[c+]f	13.0	13.0	13.0	13.0
A2729_2855274[c+]r	13.0	13.0	13.0	13.0
A2729_2855321[c+]f	34.0	34.0	34.0	34.0
A2729_2855321[c+]r	34.0	34.0	34.0	34.0
A2729_2855322[c+]f	16.0	16.0	16.0	16.0
A2729_2855322[c+]r	16.0	16.0	16.0	16.0
A2729_2855339[c+]f	20.0	20.0	20.0	20.0
A2729_2855339[c+]r	20.0	20.0	20.0	20.0
A2729_2855357[c+]f	2.0	2.0	2.0	2.0
A2729_2855357[c+]r	2.0	2.0	2.0	2.0
A2729_2855401[c+]f	3.0	3.0	3.0	3.0
A2729_2855401[c+]r	3.0	3.0	3.0	3.0
A2729_2855439[c+]f	11.0	11.0	11.0	11.0
A2729_2855439[c+]r	11.0	11.0	11.0	11.0
A2730_2855753[c+]f	5.0	5.0	5.0	5.0
A2730_2855753[c+]r	5.0	5.0	5.0	5.0
A2730_2855777[c+]f	27.0	27.0	27.0	27.0
A2730_2855777[c+]r	27.0	27.0	27.0	27.0
A2730_2855802[c+]f	12.0	12.0	12.0	12.0
A2730_2855802[c+]r	12.0	12.0	12.0	12.0
A2730_2855939[c+]f	4.0	4.0	4.0	4.0
A2730_2855939[c+]r	4.0	4.0	4.0	4.0
A2730_2855942[c+]f	18.0	18.0	18.0	18.0
A2730_2855942[c+]r	18.0	18.0	18.0	18.0
A2730_2855943[c+]f	8.0	8.0	8.0	8.0
A2730_2855943[c+]r	8.0	8.0	8.0	8.0
A2730_2855964[c+]f	5.0	5.0	5.0	5.0
A2730_2855964[c+]r	5.0	5.0	5.0	5.0
A2730_2855991[c+]f	6.0	6.0	6.0	6.0
A2730_2855991[c+]r	6.0	6.0	6.0	6.0
A2730_2855998[c+]f	6.0	6.0	6.0	6.0
A2730_2855998[c+]r	6.0	6.0	6.0	6.0
A2730_2856002[c+]f	0.0	0.0	0.0	0.0
A2730_2856002[c+]r	0.0	0.0	0.0	0.0
A2731_2856093[n-]f	8.0	8.0	8.0	8.0
A2731_2856093[n-]r	8.0	8.0	8.0	8.0
A2731_2856133[c+]f	1.0	1.0	1.0	1.0
A2731_2856133[c+]r	1.0	1.0	1.0	1.0
A2731_2856134[c+]f	3.0	3.0	3.0	3.0
A2731_2856134[c+]r	3.0	3.0	3.0	3.0
A2731_2856144[n-]f	7.0	7.0	7.0	7.0
A2731_2856144[n-]r	7.0	7.0	7.0	7.0
A2731_2856163[c+]f	13.0	13.0	13.0	13.0
A2731_2856163[c+]r	13.0	13.0	13.0	13.0
A2731_2856168[c+]f	8.0	8.0	8.0	8.0
A2731_2856168[c+]r	8.0	8.0	8.0	8.0
A2731_2856173[c+]f	2.0	2.0	2.0	2.0
A2731_2856173[c+]r	2.0	2.0	2.0	2.0
A2731_2856196[n-]f	0.0	0.0	0.0	0.0
A2731_2856196[n-]r	0.0	0.0	0.0	0.0
A2731_2856224[n-]f	10.0	10.0	10.0	10.0
A2731_2856224[n-]r	10.0	10.0	10.0	10.0
A2731_2856230[c+]f	27.0	27.0	27.0	27.0
A2731_2856230[c+]r	27.0	27.0	27.0	27.0
A2732_2856445[c-]f	0.0	0.0	0.0	0.0
A2732_2856445[c-]r	0.0	0.0	0.0	0.0
A2732_2856502[c-]f	7.0	7.0	7.0	7.0
A2732_2856502[c-]r	7.0	7.0	7.0	7.0
A2732_2856503[c-]f	0.0	0.0	0.0	0.0
A2732_2856503[c-]r	0.0	0.0	0.0	0.0
A2732_2856548[c-]f	11.0	11.0	11.0	11.0
A2732_2856548[c-]r	11.0	11.0	11.0	11.0
A2732_2856602[c-]f	0.0	0.0	0.0	0.0
A2732_2856602[c-]r	0.0	0.0	0.0	0.0
A2732_2856626[c-]f	10.0	10.0	10.0	10.0
A2732_2856626[c-]r	10.0	10.0	10.0	10.0
A2732_2856710[c-]f	4.0	4.0	4.0	4.0
A2732_2856710[c-]r	4.0	4.0	4.0	4.0
A2732_2856739[c-]f	0.0	0.0	0.0	0.0
A2732_2856739[c-]r	0.0	0.0	0.0	0.0
A2732_2856761[c-]f	11.0	11.0	11.0	11.0
A2732_2856761[c-]r	11.0	11.0	11.0	11.0
A2732_2856862[c-]f	0.0	0.0	0.0	0.0
A2732_2856862[c-]r	0.0	0.0	0.0	0.0
A2733_2857089[c-]f	14.0	14.0	14.0	14.0
A2733_2857089[c-]r	14.0	14.0	14.0	14.0
A2733_2857090[c-]f	4.0	4.0	4.0	4.0
A2733_2857090[c-]r	4.0	4.0	4.0	4.0
A2733_2857111[c-]f	12.0	12.0	12.0	12.0
A2733_2857111[c-]r	12.0	12.0	12.0	12.0
A2733_2857118[c-]f	5.0	5.0	5.0	5.0
A2733_2857118[c-]r	5.0	5.0	5.0	5.0
A2733_2857150[c-]f	1.0	1.0	1.0	1.0
A2733_2857150[c-]r	1.0	1.0	1.0	1.0
A2733_2857201[c-]f	12.0	12.0	12.0	12.0
A2733_2857201[c-]r	12.0	12.0	12.0	12.0
A2733_2857307[c-]f	0.0	0.0	0.0	0.0
A2733_2857307[c-]r	0.0	0.0	0.0	0.0
A2733_2857319[c-]f	15.0	15.0	15.0	15.0
A2733_2857319[c-]r	15.0	15.0	15.0	15.0
A2733_2857406[c-]f	7.0	7.0	7.0	7.0
A2733_2857406[c-]r	7.0	7.0	7.0	7.0
A2733_2857412[c-]f	15.0	15.0	15.0	15.0
A2733_2857412[c-]r	15.0	15.0	15.0	15.0
A2734_2858997[c-]f	43.0	43.0	43.0	43.0
A2734_2858997[c-]r	43.0	43.0	43.0	43.0
A2734_2859003[c-]f	2.0	2.0	2.0	2.0
A2734_2859003[c-]r	2.0	2.0	2.0	2.0
A2734_2859004[c-]f	7.0	7.0	7.0	7.0
A2734_2859004[c-]r	7.0	7.0	7.0	7.0
A2734_2859005[c-]f	5.0	5.0	5.0	5.0
A2734_2859005[c-]r	5.0	5.0	5.0	5.0
A2734_2859013[c-]f	14.0	14.0	14.0	14.0
A2734_2859013[c-]r	14.0	14.0	14.0	14.0
A2734_2859060[c-]f	22.0	22.0	22.0	22.0
A2734_2859060[c-]r	22.0	22.0	22.0	22.0
A2734_2859061[c-]f	7.0	7.0	7.0	7.0
A2734_2859061[c-]r	7.0	7.0	7.0	7.0
A2734_2859209[c-]f	9.0	9.0	9.0	9.0
A2734_2859209[c-]r	9.0	9.0	9.0	9.0
A2734_2859302[c-]f	15.0	15.0	15.0	15.0
A2734_2859302[c-]r	15.0	15.0	15.0	15.0
A2734_2859304[c-]f	3.0	3.0	3.0	3.0
A2734_2859304[c-]r	3.0	3.0	3.0	3.0
A2735_2859610[c-]f	4.0	4.0	4.0	4.0
A2735_2859610[c-]r	4.0	4.0	4.0	4.0
A2735_2859720[c-]f	12.0	12.0	12.0	12.0
A2735_2859720[c-]r	12.0	12.0	12.0	12.0
A2735_2859748[c-]f	1.0	1.0	1.0	1.0
A2735_2859748[c-]r	1.0	1.0	1.0	1.0
A2735_2859805[c-]f	12.0	12.0	12.0	12.0
A2735_2859805[c-]r	12.0	12.0	12.0	12.0
A2735_2859843[c-]f	0.0	0.0	0.0	0.0
A2735_2859843[c-]r	0.0	0.0	0.0	0.0
A2735_2859848[c-]f	8.0	8.0	8.0	8.0
A2735_2859848[c-]r	8.0	8.0	8.0	8.0
A2735_2859856[c-]f	2.0	2.0	2.0	2.0
A2735_2859856[c-]r	2.0	2.0	2.0	2.0
A2735_2859914[c-]f	4.0	4.0	4.0	4.0
A2735_2859914[c-]r	4.0	4.0	4.0	4.0
A2735_2859942[c-]f	9.0	9.0	9.0	9.0
A2735_2859942[c-]r	9.0	9.0	9.0	9.0
A2735_2859944[c-]f	0.0	0.0	0.0	0.0
A2735_2859944[c-]r	0.0	0.0	0.0	0.0
A2736_2861311[c-]f	11.0	11.0	11.0	11.0
A2736_2861311[c-]r	11.0	11.0	11.0	11.0
A2736_2861323[c-]f	47.0	47.0	47.0	47.0
A2736_2861323[c-]r	47.0	47.0	47.0	47.0
A2736_2861326[c-]f	18.0	18.0	18.0	18.0
A2736_2861326[c-]r	18.0	18.0	18.0	18.0
A2736_2861327[c-]f	16.0	16.0	16.0	16.0
A2736_2861327[c-]r	16.0	16.0	16.0	16.0
A2736_2861328[c-]f	1.0	1.0	1.0	1.0
A2736_2861328[c-]r	1.0	1.0	1.0	1.0
A2736_2861329[c-]f	0.0	0.0	0.0	0.0
A2736_2861329[c-]r	0.0	0.0	0.0	0.0
A2736_2861349[c-]f	62.0	62.0	62.0	62.0
A2736_2861349[c-]r	62.0	62.0	62.0	62.0
A2736_2861356[c-]f	16.0	16.0	16.0	16.0
A2736_2861356[c-]r	16.0	16.0	16.0	16.0
A2736_2861401[c-]f	6.0	6.0	6.0	6.0
A2736_2861401[c-]r	6.0	6.0	6.0	6.0
A2736_2861606[c-]f	28.0	28.0	28.0	28.0
A2736_2861606[c-]r	28.0	28.0	28.0	28.0
A2737_2863961[c+]f	4.0	4.0	4.0	4.0
A2737_2863961[c+]r	4.0	4.0	4.0	4.0
A2737_2864156[c+]f	2.0	2.0	2.0	2.0
A2737_2864156[c+]r	2.0	2.0	2.0	2.0
A2737_2864227[c+]f	10.0	10.0	10.0	10.0
A2737_2864227[c+]r	10.0	10.0	10.0	10.0
A2737_2864279[c+]f	3.0	3.0	3.0	3.0
A2737_2864279[c+]r	3.0	3.0	3.0	3.0
A2737_2864293[c+]f	3.0	3.0	3.0	3.0
A2737_2864293[c+]r	3.0	3.0	3.0	3.0
A2737_2864351[c+]f	5.0	5.0	5.0	5.0
A2737_2864351[c+]r	5.0	5.0	5.0	5.0
A2737_2864419[c+]f	25.0	25.0	25.0	25.0
A2737_2864419[c+]r	25.0	25.0	25.0	25.0
A2737_2864420[c+]f	16.0	16.0	16.0	16.0
A2737_2864420[c+]r	16.0	16.0	16.0	16.0
A2737_2864422[c+]f	19.0	19.0	19.0	19.0
A2737_2864422[c+]r	19.0	19.0	19.0	19.0
A2737_2864423[c+]f	50.0	50.0	50.0	50.0
A2737_2864423[c+]r	50.0	50.0	50.0	50.0
A2738_2865302[c+]f	23.0	23.0	23.0	23.0
A2738_2865302[c+]r	23.0	23.0	23.0	23.0
A2738_2865452[c+]f	18.0	18.0	18.0	18.0
A2738_2865452[c+]r	18.0	18.0	18.0	18.0
A2738_2865493[c+]f	20.0	20.0	20.0	20.0
A2738_2865493[c+]r	20.0	20.0	20.0	20.0
A2738_2865509[c+]f	0.0	0.0	0.0	0.0
A2738_2865509[c+]r	0.0	0.0	0.0	0.0
A2738_2865510[c+]f	13.0	13.0	13.0	13.0
A2738_2865510[c+]r	13.0	13.0	13.0	13.0
A2738_2865617[c+]f	7.0	7.0	7.0	7.0
A2738_2865617[c+]r	7.0	7.0	7.0	7.0
A2738_2865618[c+]f	2.0	2.0	2.0	2.0
A2738_2865618[c+]r	2.0	2.0	2.0	2.0
A2738_2865638[c+]f	0.0	0.0	0.0	0.0
A2738_2865638[c+]r	0.0	0.0	0.0	0.0
A2738_2865756[c+]f	0.0	0.0	0.0	0.0
A2738_2865756[c+]r	0.0	0.0	0.0	0.0
A2738_2865786[c+]f	435.0	435.0	435.0	435.0
A2738_2865786[c+]r	435.0	435.0	435.0	435.0
A2739_2865894[c-]f	4.0	4.0	4.0	4.0
A2739_2865894[c-]r	4.0	4.0	4.0	4.0
A2739_2865950[c-]f	28.0	28.0	28.0	28.0
A2739_2865950[c-]r	28.0	28.0	28.0	28.0
A2739_2865973[c-]f	9.0	9.0	9.0	9.0
A2739_2865973[c-]r	9.0	9.0	9.0	9.0
A2739_2865977[c-]f	12.0	12.0	12.0	12.0
A2739_2865977[c-]r	12.0	12.0	12.0	12.0
A2739_2866003[c-]f	26.0	26.0	26.0	26.0
A2739_2866003[c-]r	26.0	26.0	26.0	26.0
A2739_2866067[c-]f	8.0	8.0	8.0	8.0
A2739_2866067[c-]r	8.0	8.0	8.0	8.0
A2739_2866086[c-]f	25.0	25.0	25.0	25.0
A2739_2866086[c-]r	25.0	25.0	25.0	25.0
A2739_2866089[c-]f	7.0	7.0	7.0	7.0
A2739_2866089[c-]r	7.0	7.0	7.0	7.0
A2739_2866217[c-]f	28.0	28.0	28.0	28.0
A2739_2866217[c-]r	28.0	28.0	28.0	28.0
A2739_2866408[c-]f	4.0	4.0	4.0	4.0
A2739_2866408[c-]r	4.0	4.0	4.0	4.0
A2740_2867004[c-]f	0.0	0.0	0.0	0.0
A2740_2867004[c-]r	0.0	0.0	0.0	0.0
A2740_2867005[c-]f	0.0	0.0	0.0	0.0
A2740_2867005[c-]r	0.0	0.0	0.0	0.0
A2740_2867006[c-]f	0.0	0.0	0.0	0.0
A2740_2867006[c-]r	0.0	0.0	0.0	0.0
A2740_2867007[c-]f	0.0	0.0	0.0	0.0
A2740_2867007[c-]r	0.0	0.0	0.0	0.0
A2740_2867021[c-]f	0.0	0.0	0.0	0.0
A2740_2867021[c-]r	0.0	0.0	0.0	0.0
A2740_2867030[c-]f	0.0	0.0	0.0	0.0
A2740_2867030[c-]r	0.0	0.0	0.0	0.0
A2740_2867033[c-]f	0.0	0.0	0.0	0.0
A2740_2867033[c-]r	0.0	0.0	0.0	0.0
A2740_2867034[c-]f	0.0	0.0	0.0	0.0
A2740_2867034[c-]r	0.0	0.0	0.0	0.0
A2740_2867064[c-]f	0.0	0.0	0.0	0.0
A2740_2867064[c-]r	0.0	0.0	0.0	0.0
A2740_2867065[c-]f	0.0	0.0	0.0	0.0
A2740_2867065[c-]r	0.0	0.0	0.0	0.0
A2741_2867143[c-]f	22.0	22.0	22.0	22.0
A2741_2867143[c-]r	22.0	22.0	22.0	22.0
A2741_2867210[c-]f	6.0	6.0	6.0	6.0
A2741_2867210[c-]r	6.0	6.0	6.0	6.0
A2741_2867302[c-]f	4.0	4.0	4.0	4.0
A2741_2867302[c-]r	4.0	4.0	4.0	4.0
A2741_2867331[c-]f	0.0	0.0	0.0	0.0
A2741_2867331[c-]r	0.0	0.0	0.0	0.0
A2741_2867345[c-]f	14.0	14.0	14.0	14.0
A2741_2867345[c-]r	14.0	14.0	14.0	14.0
A2741_2867404[c-]f	3.0	3.0	3.0	3.0
A2741_2867404[c-]r	3.0	3.0	3.0	3.0
A2741_2867428[c-]f	24.0	24.0	24.0	24.0
A2741_2867428[c-]r	24.0	24.0	24.0	24.0
A2741_2867603[c-]f	9.0	9.0	9.0	9.0
A2741_2867603[c-]r	9.0	9.0	9.0	9.0
A2741_2867716[c-]f	18.0	18.0	18.0	18.0
A2741_2867716[c-]r	18.0	18.0	18.0	18.0
A2741_2867899[c-]f	0.0	0.0	0.0	0.0
A2741_2867899[c-]r	0.0	0.0	0.0	0.0
A2742_2868514[c+]f	11.0	11.0	11.0	11.0
A2742_2868514[c+]r	11.0	11.0	11.0	11.0
A2742_2868542[c+]f	28.0	28.0	28.0	28.0
A2742_2868542[c+]r	28.0	28.0	28.0	28.0
A2742_2868563[c+]f	1.0	1.0	1.0	1.0
A2742_2868563[c+]r	1.0	1.0	1.0	1.0
A2742_2868604[c+]f	7.0	7.0	7.0	7.0
A2742_2868604[c+]r	7.0	7.0	7.0	7.0
A2742_2868605[c+]f	14.0	14.0	14.0	14.0
A2742_2868605[c+]r	14.0	14.0	14.0	14.0
A2742_2868616[c+]f	14.0	14.0	14.0	14.0
A2742_2868616[c+]r	14.0	14.0	14.0	14.0
A2742_2868617[c+]f	9.0	9.0	9.0	9.0
A2742_2868617[c+]r	9.0	9.0	9.0	9.0
A2742_2868642[c+]f	5.0	5.0	5.0	5.0
A2742_2868642[c+]r	5.0	5.0	5.0	5.0
A2742_2868657[c+]f	2.0	2.0	2.0	2.0
A2742_2868657[c+]r	2.0	2.0	2.0	2.0
A2742_2868658[c+]f	17.0	17.0	17.0	17.0
A2742_2868658[c+]r	17.0	17.0	17.0	17.0
A2743_2868927[c+]f	18.0	18.0	18.0	18.0
A2743_2868927[c+]r	18.0	18.0	18.0	18.0
A2743_2868957[c+]f	4.0	4.0	4.0	4.0
A2743_2868957[c+]r	4.0	4.0	4.0	4.0
A2743_2868966[c+]f	4.0	4.0	4.0	4.0
A2743_2868966[c+]r	4.0	4.0	4.0	4.0
A2743_2868967[c+]f	28.0	28.0	28.0	28.0
A2743_2868967[c+]r	28.0	28.0	28.0	28.0
A2743_2868982[c+]f	4.0	4.0	4.0	4.0
A2743_2868982[c+]r	4.0	4.0	4.0	4.0
A2743_2869015[c+]f	15.0	15.0	15.0	15.0
A2743_2869015[c+]r	15.0	15.0	15.0	15.0
A2743_2869108[c+]f	27.0	27.0	27.0	27.0
A2743_2869108[c+]r	27.0	27.0	27.0	27.0
A2743_2869123[c+]f	24.0	24.0	24.0	24.0
A2743_2869123[c+]r	24.0	24.0	24.0	24.0
A2743_2869156[c+]f	7.0	7.0	7.0	7.0
A2743_2869156[c+]r	7.0	7.0	7.0	7.0
A2743_2869196[c+]f	1.0	1.0	1.0	1.0
A2743_2869196[c+]r	1.0	1.0	1.0	1.0
A2744_2869371[c-]f	2.0	2.0	2.0	2.0
A2744_2869371[c-]r	2.0	2.0	2.0	2.0
A2744_2869404[c-]f	3.0	3.0	3.0	3.0
A2744_2869404[c-]r	3.0	3.0	3.0	3.0
A2744_2869413[c-]f	10.0	10.0	10.0	10.0
A2744_2869413[c-]r	10.0	10.0	10.0	10.0
A2744_2869430[c-]f	12.0	12.0	12.0	12.0
A2744_2869430[c-]r	12.0	12.0	12.0	12.0
A2744_2869500[c-]f	3.0	3.0	3.0	3.0
A2744_2869500[c-]r	3.0	3.0	3.0	3.0
A2744_2869501[c-]f	1.0	1.0	1.0	1.0
A2744_2869501[c-]r	1.0	1.0	1.0	1.0
A2744_2869540[c-]f	9.0	9.0	9.0	9.0
A2744_2869540[c-]r	9.0	9.0	9.0	9.0
A2744_2869574[c-]f	18.0	18.0	18.0	18.0
A2744_2869574[c-]r	18.0	18.0	18.0	18.0
A2744_2869665[c-]f	45.0	45.0	45.0	45.0
A2744_2869665[c-]r	45.0	45.0	45.0	45.0
A2744_2869670[c-]f	1.0	1.0	1.0	1.0
A2744_2869670[c-]r	1.0	1.0	1.0	1.0
A2745_2872492[c+]f	5.0	5.0	5.0	5.0
A2745_2872492[c+]r	5.0	5.0	5.0	5.0
A2745_2872586[c+]f	4.0	4.0	4.0	4.0
A2745_2872586[c+]r	4.0	4.0	4.0	4.0
A2745_2872596[c+]f	23.0	23.0	23.0	23.0
A2745_2872596[c+]r	23.0	23.0	23.0	23.0
A2745_2872638[c+]f	1.0	1.0	1.0	1.0
A2745_2872638[c+]r	1.0	1.0	1.0	1.0
A2745_2872657[c+]f	4.0	4.0	4.0	4.0
A2745_2872657[c+]r	4.0	4.0	4.0	4.0
A2745_2872686[c+]f	1.0	1.0	1.0	1.0
A2745_2872686[c+]r	1.0	1.0	1.0	1.0
A2745_2872725[c+]f	7.0	7.0	7.0	7.0
A2745_2872725[c+]r	7.0	7.0	7.0	7.0
A2745_2872764[c+]f	9.0	9.0	9.0	9.0
A2745_2872764[c+]r	9.0	9.0	9.0	9.0
A2745_2872765[c+]f	1.0	1.0	1.0	1.0
A2745_2872765[c+]r	1.0	1.0	1.0	1.0
A2745_2872772[c+]f	6.0	6.0	6.0	6.0
A2745_2872772[c+]r	6.0	6.0	6.0	6.0
A2746_2872961[n-]f	0.0	0.0	0.0	0.0
A2746_2872961[n-]r	0.0	0.0	0.0	0.0
A2746_2873000[n-]f	2.0	2.0	2.0	2.0
A2746_2873000[n-]r	2.0	2.0	2.0	2.0
A2746_2873008[n-]f	12.0	12.0	12.0	12.0
A2746_2873008[n-]r	12.0	12.0	12.0	12.0
A2746_2873019[c+]f	14.0	14.0	14.0	14.0
A2746_2873019[c+]r	14.0	14.0	14.0	14.0
A2746_2873037[c+]f	3.0	3.0	3.0	3.0
A2746_2873037[c+]r	3.0	3.0	3.0	3.0
A2746_2873047[n-]f	0.0	0.0	0.0	0.0
A2746_2873047[n-]r	0.0	0.0	0.0	0.0
A2746_2873055[n-]f	6.0	6.0	6.0	6.0
A2746_2873055[n-]r	6.0	6.0	6.0	6.0
A2746_2873057[c+]f	2.0	2.0	2.0	2.0
A2746_2873057[c+]r	2.0	2.0	2.0	2.0
A2746_2873060[c+]f	63.0	63.0	63.0	63.0
A2746_2873060[c+]r	63.0	63.0	63.0	63.0
A2746_2873067[n-]f	6.0	6.0	6.0	6.0
A2746_2873067[n-]r	6.0	6.0	6.0	6.0
A2747_2873289[c-]f	3.0	3.0	3.0	3.0
A2747_2873289[c-]r	3.0	3.0	3.0	3.0
A2747_2873290[c-]f	1.0	1.0	1.0	1.0
A2747_2873290[c-]r	1.0	1.0	1.0	1.0
A2747_2873291[c-]f	10.0	10.0	10.0	10.0
A2747_2873291[c-]r	10.0	10.0	10.0	10.0
A2747_2873306[n+]f	3.0	3.0	3.0	3.0
A2747_2873306[n+]r	3.0	3.0	3.0	3.0
A2747_2873314[c-]f	1.0	1.0	1.0	1.0
A2747_2873314[c-]r	1.0	1.0	1.0	1.0
A2747_2873345[n+]f	0.0	0.0	0.0	0.0
A2747_2873345[n+]r	0.0	0.0	0.0	0.0
A2747_2873412[c-]f	9.0	9.0	9.0	9.0
A2747_2873412[c-]r	9.0	9.0	9.0	9.0
A2747_2873488[n+]f	0.0	0.0	0.0	0.0
A2747_2873488[n+]r	0.0	0.0	0.0	0.0
A2747_2873495[n+]f	5.0	5.0	5.0	5.0
A2747_2873495[n+]r	5.0	5.0	5.0	5.0
A2747_2873573[c-]f	12.0	12.0	12.0	12.0
A2747_2873573[c-]r	12.0	12.0	12.0	12.0
A2748_2873853[c-]f	3.0	3.0	3.0	3.0
A2748_2873853[c-]r	3.0	3.0	3.0	3.0
A2748_2873864[c-]f	6.0	6.0	6.0	6.0
A2748_2873864[c-]r	6.0	6.0	6.0	6.0
A2748_2873869[c-]f	0.0	0.0	0.0	0.0
A2748_2873869[c-]r	0.0	0.0	0.0	0.0
A2748_2873885[c-]f	46.0	46.0	46.0	46.0
A2748_2873885[c-]r	46.0	46.0	46.0	46.0
A2748_2873909[c-]f	0.0	0.0	0.0	0.0
A2748_2873909[c-]r	0.0	0.0	0.0	0.0
A2748_2873926[c-]f	104.0	104.0	104.0	104.0
A2748_2873926[c-]r	104.0	104.0	104.0	104.0
A2748_2873983[c-]f	85.0	85.0	85.0	85.0
A2748_2873983[c-]r	85.0	85.0	85.0	85.0
A2748_2874035[c-]f	37.0	37.0	37.0	37.0
A2748_2874035[c-]r	37.0	37.0	37.0	37.0
A2748_2874109[c-]f	2.0	2.0	2.0	2.0
A2748_2874109[c-]r	2.0	2.0	2.0	2.0
A2748_2874176[c-]f	125.0	125.0	125.0	125.0
A2748_2874176[c-]r	125.0	125.0	125.0	125.0
A2749_2874221[c-]f	5.0	5.0	5.0	5.0
A2749_2874221[c-]r	5.0	5.0	5.0	5.0
A2749_2874228[c-]f	367.0	367.0	367.0	367.0
A2749_2874228[c-]r	367.0	367.0	367.0	367.0
A2749_2874285[c-]f	2.0	2.0	2.0	2.0
A2749_2874285[c-]r	2.0	2.0	2.0	2.0
A2749_2874286[c-]f	68.0	68.0	68.0	68.0
A2749_2874286[c-]r	68.0	68.0	68.0	68.0
A2749_2874318[c-]f	4.0	4.0	4.0	4.0
A2749_2874318[c-]r	4.0	4.0	4.0	4.0
A2749_2874346[c-]f	7.0	7.0	7.0	7.0
A2749_2874346[c-]r	7.0	7.0	7.0	7.0
A2749_2874362[c-]f	21.0	21.0	21.0	21.0
A2749_2874362[c-]r	21.0	21.0	21.0	21.0
A2749_2874442[c-]f	4.0	4.0	4.0	4.0
A2749_2874442[c-]r	4.0	4.0	4.0	4.0
A2749_2874449[c-]f	119.0	119.0	119.0	119.0
A2749_2874449[c-]r	119.0	119.0	119.0	119.0
A2749_2874551[c-]f	30.0	30.0	30.0	30.0
A2749_2874551[c-]r	30.0	30.0	30.0	30.0
A2750_2875008[c-]f	8.0	8.0	8.0	8.0
A2750_2875008[c-]r	8.0	8.0	8.0	8.0
A2750_2875009[c-]f	15.0	15.0	15.0	15.0
A2750_2875009[c-]r	15.0	15.0	15.0	15.0
A2750_2875036[c-]f	292.0	292.0	292.0	292.0
A2750_2875036[c-]r	292.0	292.0	292.0	292.0
A2750_2875044[c-]f	148.0	148.0	148.0	148.0
A2750_2875044[c-]r	148.0	148.0	148.0	148.0
A2750_2875103[c-]f	7.0	7.0	7.0	7.0
A2750_2875103[c-]r	7.0	7.0	7.0	7.0
A2750_2875104[c-]f	229.0	229.0	229.0	229.0
A2750_2875104[c-]r	229.0	229.0	229.0	229.0
A2750_2875105[c-]f	273.0	273.0	273.0	273.0
A2750_2875105[c-]r	273.0	273.0	273.0	273.0
A2750_2875158[c-]f	50.0	50.0	50.0	50.0
A2750_2875158[c-]r	50.0	50.0	50.0	50.0
A2750_2875274[c-]f	4.0	4.0	4.0	4.0
A2750_2875274[c-]r	4.0	4.0	4.0	4.0
A2750_2875283[c-]f	462.0	462.0	462.0	462.0
